Family,SubFamily,ObjectGroup,ObjectName,Assembly Code,Assembly Description,Description,Type Comments,Type Name,Structural Material,Material
Site,,,TS_PWD,,,,,,,
Floors,Floor,TS_175mm Thk. Slab (CIS),Floor,,,FLOOR : 200mm Thk. Cast In Situ Slab,Grade C40/50,TS_175mm Thk. Slab (CIS),TS_CIS Slab,
Floors,Floor,TS_250mm Thk. Slab (CIS),Floor,,,FLOOR : 250mm Thk. Cast In Situ Slab,Grade C40/50,TS_250mm Thk. Slab (CIS),TS_CIS Slab,
Floors,Floor,TS_Green,Floor,,,Edeck Planted Slab,,TS_Green,grass,
Floors,Floor,TS_150mm Thk. Bondek Slab,Floor,,,Bondek,,TS_150mm Thk. Bondek Slab,TS_CIS Slab,
Floors,Floor,TS_150mm Thk. PC Plank Slab + CIS,Floor,,,FLOOR : 150mm Thk. Precast Slab,Grade C40/50,TS_150mm Thk. PC Plank Slab + CIS,TS_CIS Slab,
Floors,Floor,TS_200mm Thk. Slab (CIS),Floor,,,FLOOR : 200mm Thk. Cast In Situ Slab,Grade C40/50,TS_200mm Thk. Slab (CIS),TS_CIS Slab,
Floors,Floor,TS_150mm Thk. Slab (CIS),Floor,,,FLOOR : 150mm Thk. Cast In Situ Slab,Grade C40/50,TS_150mm Thk. Slab (CIS),TS_CIS Slab,
Floors,Floor,TS_450mm Thk. Slab (HCS),Floor,,,FLOOR : HCS + 90mm Concrete Topping,,TS_450mm Thk. Slab (HCS),TS_HCS (Top Up),
Floors,Floor,TS_400mm Thk. Slab (CIS),Floor,,,FLOOR : 400mm Thk. Cast In Situ Slab,Grade C40/50,TS_400mm Thk. Slab (CIS),TS_CIS Slab,
Floors,Floor,TS_450mm Thk. Slab (PTS),Floor,,,FLOOR : Post-Tensioned Slab,,TS_450mm Thk. Slab (PTS),TS_PC Slab,
Floors,Floor,TS_525mm Thk. Slab (PTS),Floor,,,FLOOR : Post-Tensioned Slab,,TS_525mm Thk. Slab (PTS),TS_PC Slab,
Floors,Floor,TS_400mm Thk. Slab (PTS),Floor,,,FLOOR : Post-Tensioned Slab,,TS_400mm Thk. Slab (PTS),TS_PC Slab,
Floors,Floor,TS_330mm Thk. Slab (PTS),Floor,,,FLOOR : Post-Tensioned Slab,,TS_330mm Thk. Slab (PTS),TS_PC Slab,
