Family,SubFamily,ObjectGroup,ObjectName,Assembly Code,Assembly Description,Description,Type Comments,Type Name,Structural Material,Material
Structural Columns,LCBC_UC-Universal Columns-Column,UC254x254x89,LCBC_UC-Universal Columns-Column,,,,,UC254x254x89,Metal - Steel - 345 MPa,
Structural Columns,LCBC_UC-Universal Columns-Column,UC305x305x97,LCBC_UC-Universal Columns-Column,,,,,UC305x305x97,Metal - Steel - 345 MPa,
Structural Columns,LCBC_Concrete-Rectangular-Column,1000 x 1000,LCBC_Concrete-Rectangular-Column,,,,,1000 x 1000,ST-Precast Column,
Structural Columns,LCBC_Concrete-Rectangular-Column,1000 x 1000 Topping,LCBC_Concrete-Rectangular-Column,,,,,1000 x 1000 Topping,ST-Precast Column,
Structural Framing,LCBC_Rectangular and Square Hollow Sections,RHS250x150x8,LCBC_Rectangular and Square Hollow Sections,,,,,RHS250x150x8,Metal - Steel - 345 MPa,
Structural Framing,LCBC_Rectangular and Square Hollow Sections,SHS250x250x16,LCBC_Rectangular and Square Hollow Sections,,,,,SHS250x250x16,Metal - Steel - 345 MPa,
Structural Framing,LCBC_Rectangular and Square Hollow Sections,RHS500x300x12,LCBC_Rectangular and Square Hollow Sections,,,,,RHS500x300x12,Metal - Steel - 345 MPa,
Structural Framing,LCBC_Rectangular and Square Hollow Sections,RHS400x200x12.5,LCBC_Rectangular and Square Hollow Sections,,,,,RHS400x200x12.5,Metal - Steel - 345 MPa,
Structural Framing,LCBC_PFC-Framing,PFC250x90x36,LCBC_PFC-Framing,,,,,PFC250x90x36,Metal - Steel - 345 MPa,
Structural Framing,LCBC_PFC-Framing,PFC250x90x36,LCBC_PFC-Framing,,,,,PFC250x90x36,Metal - Steel 43-275,
Structural Framing,LCBC_Precast T-Beam,1000x1400 PT,LCBC_Precast T-Beam,,,,Beam Precast,1000x1400 PT,ST-PRECAST CONC,
Structural Framing,LCBC_Precast L-Beam,1000x1200,LCBC_Precast L-Beam,,,,Beam Precast,1000x1200,ST-PRECAST CONC,
Structural Framing,LCBC_Precast Edge-Beam,1000x1000,LCBC_Precast Edge-Beam,,,,,1000x1000,ST-PRECAST CONC,
Structural Framing,LCBC_Concrete-Rectangular Beam1,1000Dx1000W,LCBC_Concrete-Rectangular Beam1,,,,,1000Dx1000W,ST-CONC,
Structural Framing,LCBC_Concrete-Rectangular Beam1,800Dx300W,LCBC_Concrete-Rectangular Beam1,,,,,800Dx300W,ST-CONC,
Structural Framing,LCBC_Concrete-Rectangular Beam1,1000Dx400W,LCBC_Concrete-Rectangular Beam1,,,,,1000Dx400W,ST-CONC,
Structural Framing,LCBC_Concrete-Rectangular Beam1,1100Dx300W (Coupling Beam),LCBC_Concrete-Rectangular Beam1,,,,,1100Dx300W (Coupling Beam),ST-Coupling Beam,
Structural Framing,LCBC_Concrete-Rectangular Beam1,900Dx1000W,LCBC_Concrete-Rectangular Beam1,,,,,900Dx1000W,ST-CONC,
Structural Framing,LCBC_Concrete-Rectangular Beam1,5550Dx350W (Coupling Beam),LCBC_Concrete-Rectangular Beam1,,,,,5550Dx350W (Coupling Beam),ST-Coupling Beam,
Structural Framing,LCBC_Concrete-Rectangular Beam1,300Dx150W,LCBC_Concrete-Rectangular Beam1,,,,,300Dx150W,ST-CONC,
Structural Framing,LCBC_Concrete-Rectangular Beam1,900Dx350W (Coupling Beam),LCBC_Concrete-Rectangular Beam1,,,,,900Dx350W (Coupling Beam),ST-Coupling Beam,
