Family,SubFamily,ObjectGroup,ObjectName,Assembly Code,Assembly Description,Description,Type Comments,Type Name,Structural Material,Material,Category
Walls,Curtain Wall,Metal Facade - Blue,Rectangular Mullion,,,,,Rectangular_Mullion_Center- PF,,Metal - Steel(Navy Blue),Curtain Wall
Walls,Curtain Wall,Metal Facade - Blue,Curtain Wall,,,0.54MM THK COLORBOND KLIPLOK HI-TEN 406 AS FASCIA,MCR17,Metal Facade - Blue,<By Category>,,Curtain Wall
Walls,Curtain Wall,Metal Facade - Blue,CurtainPanel,,,,,AluminiumPanel - Blue,,,Curtain Wall
Walls,Curtain Wall,Metal Facade - Blue - Klip Lok,System Panel,,,,,Glazed,,Glass - Frosted,Curtain Wall
Walls,Curtain Wall,Metal Facade - Blue - Klip Lok,Rectangular Mullion,,,,,Rectangular_Mullion_Top_Right-PF,,Metal - Steel(Navy Blue),Curtain Wall
Walls,Curtain Wall,Metal Facade - Blue - Klip Lok,System Panel,,,,,Glazed,,Glass - Frosted,Curtain Wall
Walls,Curtain Wall,Metal Facade - Blue - Klip Lok,Rectangular Mullion,,,,,Rectangular_Mullion_Bottom_Left-PF,,Metal - Steel(Navy Blue),Curtain Wall
Walls,Curtain Wall,Metal Facade - Blue - Klip Lok,Curtain Wall,,,0.54MM THK COLORBOND KLIPLOK HI-TEN 406 AS FASCIA,MCR17,Metal Facade - Blue - Klip Lok,<By Category>,,Curtain Wall
Doors,ALUMINUM DOOR AD3-AD4,AD2 (1300x1500),ALUMINUM DOOR AD3-AD4,x,Solid Exterior Doors,Heavy duty aluminum door in powder coated finish,MCR03,AD2 (1300x1500),,Steel,General Door Item
Doors,DOUBLE LOUVER INSERT SWING DOOR,2800 x2750 - AD1,DOUBLE LOUVER INSERT SWING DOOR,,,Heavy duty aluminum frame aluminum louver door in powder coated finish,MCR03,2800 x2750 - AD1,,,General Door Item
Doors,QUADRUPLE LOUVER INSERT SWING DOOR,AD3 (1900x2900),QUADRUPLE LOUVER INSERT SWING DOOR,,,Heavy duty aluminum frame aluminum louver door in powder coated finish,MCR03,AD3 (1900x2900),,,General Door Item
Doors,BCA_Dr-Resi_2Leaf,MD9 (1500x2200),BCA_Dr-Resi_2Leaf,,,1HR fire-rated metal frame metal door in spray paint finish,MCR03,MD9 (1500x2200),,,General Door Item
Doors,BCA_Dr-NonResi_1Leaf1Swing,MD8 (900x2200),BCA_Dr-NonResi_1Leaf1Swing,,,Metal frame metal door w/ bottom louver in spray paint finish,MCR03,MD8 (900x2200),,,General Door Item
Doors,BCA_Dr-NonResi_1Leaf1Swings ASS,MD4 (1050x2200),BCA_Dr-NonResi_1Leaf1Swings ASS,,,Metal frame metal door w/ bottom louver in spray paint finish with horizontal pull bar & vertical pull handle,MCR03,MD4 (1050x2200),,,General Door Item
Doors,POC_Timber Door_Unequal Leaf(rend),MD10 (1500x2200),POC_Timber Door_Unequal Leaf(rend),,,Metal frame metal door w/ vision panel in spray paint finish,MCR03,MD10 (1500x2200),,FS1028 Granite Grey PVDF,General Door Item
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC,,,Internal Single Door,MCR03,600x1900mm,,,General Door Item
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC,,,Internal Single Door,MCR03,600x1900mm,,,General Door Item
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC,,,Internal Single Door,MCR03,600x1900mm,,,General Door Item
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC,,,Internal Single Door,MCR03,600x1900mm,,,General Door Item
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC,,,Internal Single Door,MCR03,600x1900mm,,,General Door Item
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC,,,Internal Single Door,MCR03,600x1900mm,,,General Door Item
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC,,,Internal Single Door,MCR03,600x1900mm,,,General Door Item
Doors,RKD-IDR_Cubicle Door Placeholder_WC,600x1900mm,RKD-IDR_Cubicle Door Placeholder_WC,,,Internal Single Door,MCR03,600x1900mm,,,General Door Item
Doors,POC_Timber Door_Unequal Leaf,MD10 (1500x2200),POC_Timber Door_Unequal Leaf,,,Metal frame metal door w/ vision panel in spray paint finish,MCR03,MD10 (1500x2200),,FS1028 Granite Grey PVDF,General Door Item
Doors,POC_Timber Door_Unequal Leaf,MD10 (1500x2200) WITHOUT VISION PANEL,POC_Timber Door_Unequal Leaf,,,Metal frame metal door w/ vision panel in spray paint finish,MCR03,MD10 (1500x2200) WITHOUT VISION PANEL,,FS1028 Granite Grey PVDF,General Door Item
Doors,POC_Timber Door_Unequal Leaf,MD10 (1500x2200) WITHOUT VISION PANEL,POC_Timber Door_Unequal Leaf,,,Metal frame metal door w/ vision panel in spray paint finish,MCR03,MD10 (1500x2200) WITHOUT VISION PANEL,,FS1028 Granite Grey PVDF,General Door Item
Doors,D12,MD3 (900X2200) 2,D12,,,MALE & FEMALT TOILET,MCR03,MD3 (900X2200) 2,,,General Door Item
Doors,D12,MD3 (900X2200) 2,D12,,,MALE & FEMALT TOILET,MCR03,MD3 (900X2200) 2,,,General Door Item
Doors,BCA_SWING DOOR_VISION PANEL INSERT SWING DOOR1,1WaySwing_1000,BCA_SWING DOOR_VISION PANEL INSERT SWING DOOR1,,,METAL FRAME METAL DOOR W/VISION PANEL IN SPRAY PAINT FINISH,MCR03,1WaySwing_1000,,,General Door Item
Doors,Steel Door_Single Leaf,AD5 (1100X2100),Steel Door_Single Leaf,,,Heavy duty aluminum door in powder coated finish,MCR03,AD5 (1100X2100),,Steel,General Door Item
Doors,Steel Door_Single Leaf,AD5 (1100X2100),Steel Door_Single Leaf,,,Heavy duty aluminum door in powder coated finish,MCR03,AD5 (1100X2100),,Steel,General Door Item
Doors,POC_Roller Shutter,RS1 (4000X3200),POC_Roller Shutter,23-17 11 13 25 11,,1HR FIRE RATED GRILLE SHUTTER (MOTORISED),MCR03,RS1 (4000X3200),,,General Door Item
Doors,Steel Door_Double Leaf,MD1 (2000x2400),Steel Door_Double Leaf,,,Soundproofing metal acoustic door,MCR03,MD1 (2000x2400),,Steel,General Door Item
Doors,BCA_Dr-NonResi_2Sized1Leaf1Swing,MD11 (1050x2100),BCA_Dr-NonResi_2Sized1Leaf1Swing,,,1/2HR fire-rated metal frame metal door in spray paint finish,MCR03,MD11 (1050x2100),,,General Door Item
Doors,BCA_Dr-NonResi_2Sized1Leaf1Swing,MD12 (1050x2100),BCA_Dr-NonResi_2Sized1Leaf1Swing,,,Metal frame metal door in spray finish,MCR03,MD12 (1050x2100),,,General Door Item
Doors,BCA_Dr-NonResi_1Leaf1Swing1,MD6 (600x2200)-3,BCA_Dr-NonResi_1Leaf1Swing1,,,Metal frame metal door in spray finish,MCR03,MD6 (600x2200)-3,,,General Door Item
Doors,BCA_Dr-NonResi_1Leaf1Swing1,300X300,BCA_Dr-NonResi_1Leaf1Swing1,,,Metal frame metal door in spray finish,MCR03,300X300,,,General Door Item
Doors,Timber Door Sliding _ Single Leaf with Louver,D420 (1070x2200),Timber Door Sliding _ Single Leaf with Louver,23-17 11 15 10,,Metal frame metal slidign door in spray paint finish,MCR03,D420 (1070x2200),,,General Door Item
Floors,Floor,Screeding-50mmthk.,Floor,C3020100,Floor Toppings & Coatings,50MM THK SCEEDING,MCR04,Screeding-50mmthk.,Floor-Screeding,Floor-Screeding,Floor Finish
Floors,Floor,200 RC SLAB,Floor,C3020100,Floor Toppings & Coatings,Floor Hardener and Sealer.,MCR04,200 RC SLAB,"Concrete, Cast In Situ",Floor-Screeding,Floor Finish
Floors,Floor,FF-1 (300x600 HT LEA3009)(H),Floor,C3020430,Flooring - Tile,300X600 HT-LEA 3009,MCR04,FF-1 (300x600 HT LEA3009)(H),Floor-Screeding,HT-LEA3009,Floor Finish
Floors,Floor,GREEN PAVER,Floor,C,Interiors,EARTH,MCR04,GREEN PAVER,Green Paver,Earth,General Floor Item
Floors,Floor,FF-1 (300x600 HT LEA3009),Floor,,,300x600MM FLOOR TILE,MCR04,FF-1 (300x600 HT LEA3009),Floor-Screeding,HT-LEA3009,Floor Finish
Floors,Floor,FF-3(HT-TRIBECA GRIGO R10-300x600) 2mm(V),Floor,,,300x600MM FLOOR TILE,MCR04,FF-3(HT-TRIBECA GRIGO R10-300x600) 2mm(V),Floor-Screeding,HT-TRIBECA GRIGO R10-300x600,Floor Finish
Floors,Floor,FF-1 (300x600 HT LEA3009)(V),Floor,,,300x600MM FLOOR TILE,MCR04,FF-1 (300x600 HT LEA3009)(V),Floor-Screeding,HT-LEA3009,Floor Finish
Floors,Floor,FF-3(HT-TRIBECA GRIGO R10-300x600),Floor,,,300x600MM FLOOR TILE,MCR04,FF-3(HT-TRIBECA GRIGO R10-300x600),Floor-Screeding,HT-TRIBECA GRIGO R10-300x600,Floor Finish
Floors,Floor,FF-3(HT-TRIBECA GRIGO R10-300x600),Floor,,,300x600MM FLOOR TILE,MCR04,FF-3(HT-TRIBECA GRIGO R10-300x600),Floor-Screeding,HT-TRIBECA GRIGO R10-300x600,Floor Finish
Floors,Floor,FF-2 (Screed with Concrete Sealar),Floor,C3020100,Floor Toppings & Coatings,CONCRETE SEALER,MCR04,FF-2 (Screed with Concrete Sealar),Concrete Sealer,Floor-Screeding,Floor Finish
Floors,Floor,FF-2 (Screed with Concrete Sealar)-80,Floor,,,CONCRETE SEALER,MCR04,FF-2 (Screed with Concrete Sealar)-80,Concrete Sealer,Floor-Screeding,Floor Finish
Floors,Floor,100 RC SLAB,Floor,C3020490,Flooring - Other,COUNTER TOP SUPPORT,MCR04,100 RC SLAB,"Concrete, Cast In Situ(2)",Concrete - Cast In Situ,General Floor Item
Floors,Floor,40 S/S PLATE,Floor,C30,Interior Finishes,LEDGE OUTSIDE SECURITY ROOM,MCR04,40 S/S PLATE,"Concrete, Cast In Situ(3)",Stainless Steel,General Floor Item
Floors,Floor,Tile,Floor,,,SOLID SURFACE FOR TOILET MAINTENANCE LEDGE,MCR04,Tile,<By Category>,Solid Surface,Floor Finish
Floors,Floor,Flr 200,Floor,B1010,Floor Construction,APRON SLAB,MCR04,Flr 200,"Concrete, Cast In Situ",Concrete - Cast In Situ,General Floor Item
Floors,Floor,Gravel,Floor,C3020,Floor Finishes,20-30MM PEBBLES,MCR04,Gravel,Gravel,PEBBLES,Floor Finish
Floors,Floor,Road Marker Yellow,Floor,C3020100,Floor Toppings & Coatings,THERMOPLASTIC ROAD MARKING,MCR04,Road Marker Yellow,Paint - Accessway Markings,Paint - Road Markings,Floor Finish
Floors,Floor,Steel Deck 2,Floor,C3020490,Flooring - Other,BWK 50800 EXPANDED MESH,MCR04,Steel Deck 2,"Steel, Galvanized",Steel - Alvarado -  Mesh,General Floor Item
Floors,Floor,Grass (Planting Verge),Floor,B,Shell,LANDSCAPE,MCR04,Grass (Planting Verge),Grass(Planting Verge),Grass(Planting Verge),General Floor Item
Floors,Floor,Grass (Planting Verge),Floor,B,Shell,LANDSCAPE,MCR04,Grass (Planting Verge),Grass(Planting Verge),Grass(Planting Verge),General Floor Item
Floors,Floor,150,Floor,B1010,Floor Construction,FIRE HYDRANT  - SLAB,MCR04,150,"Concrete, Cast In Situ","Concrete, Cast In Situ",General Floor Item
Floors,Floor,250 S/S PLATE 2,Floor,,,LEDGE OUTSIDE SECURITY ROOM,MCR04,250 S/S PLATE 2,"Concrete, Cast In Situ(3)",Stainless Steel,General Floor Item
Windows,Window 3 panel,W9 (2100x1200),Window 3 panel,B2020110,Windows - Aluminum,1 TIER SLIDING - 3 PANELS,MCR18,W9 (2100x1200),,Aluminum,Sliding Window
Windows,Window 2 Panel,W4 (1850x1200),Window 2 Panel,,,1 TIER SLIDING - 2 PANELS,MCR18,W4 (1850x1200),,Aluminum,Sliding Window
Windows,Window 2 Panel,W2 (1200x1200),Window 2 Panel,,,1 TIER SLIDING - 2 PANELS,MCR18,W2 (1200x1200),,Aluminum,Sliding Window
Windows,Window 2 Panel,W2 (1200x1200),Window 2 Panel,,,1 TIER SLIDING - 2 PANELS,MCR18,W2 (1200x1200),,Aluminum,Sliding Window
Windows,Window 2 Panel,W2 (1200x1200),Window 2 Panel,,,1 TIER SLIDING - 2 PANELS,MCR18,W2 (1200x1200),,Aluminum,Sliding Window
Windows,Window 2 Panel,WD2 (1200x1200),Window 2 Panel,,,1 TIER SLIDING - 2 PANELS,MCR18,WD2 (1200x1200),,Aluminum,Sliding Window
Windows,Window 2 Panel,W5 (900x1200),Window 2 Panel,,,1 TIER SLIDING - 2 PANELS,MCR18,W5 (900x1200),,Aluminum,Sliding Window
Windows,Window 2 Panel,W7 (2000x1200),Window 2 Panel,,,1 TIER SLIDING - 2 PANELS,MCR18,W7 (2000x1200),,Aluminum,Sliding Window
Windows,Window 4 panel,W1 (4200x1200),Window 4 panel,,,1 TIER SLIDING - 4 PANELS,MCR18,W1 (4200x1200),,Aluminum,Sliding Window
Windows,Window 4 panel,W6 (3250x1200),Window 4 panel,,,1 TIER SLIDING - 4 PANELS,MCR18,W6 (3250x1200),,Aluminum,Sliding Window
Windows,Window 4 panel,W8 (4500x1200),Window 4 panel,,,1 TIER SLIDING - 4 PANELS,MCR18,W8 (4500x1200),,Aluminum,Sliding Window
Windows,LOUVERED - 2 PANELS,AL4 (2000x600),LOUVERED - 2 PANELS,,,1 TIER LOUVER - 2 PANELS,MCR18,AL4 (2000x600),,Aluminum,Fixed Louvred Window
Windows,LOUVERED - 2 PANELS,AL10 (2400x500),LOUVERED - 2 PANELS,,,1 TIER LOUVER - 2 PANELS,MCR18,AL10 (2400x500),,Aluminum,Fixed Louvred Window
Windows,LOUVERED - 2 PANELS,AL3 (600x600),LOUVERED - 2 PANELS,,,1 TIER LOUVER - 1 PANELS,MCR18,AL3 (600x600),,Aluminum,Fixed Louvred Window
Windows,LOUVERED - 2 PANELS,AL12 (2000x1500),LOUVERED - 2 PANELS,,,1 TIER LOUVER - 2 PANELS,MCR18,AL12 (2000x1500),,Aluminum,Fixed Louvred Window
Windows,LOUVERED - 2 PANELS,AL15 (800x2000),LOUVERED - 2 PANELS,,,1 TIER LOUVER - 2 PANELS,MCR18,AL15 (800x2000),,Aluminum,Fixed Louvred Window
Windows,Top hung casement double,TW1 (1600x770),Top hung casement double,,,1 TIER TOP HUNG - 2 PANELS,MCR18,TW1 (1600x770),,Aluminum,Top-Hung Window
Windows,Top hung casement double,TW2 (1500X770),Top hung casement double,,,1 TIER TOP HUNG - 2 PANELS,MCR18,TW2 (1500X770),,Aluminum,Top-Hung Window
Windows,Top hung casement double,TW3 (1200x770),Top hung casement double,,,1 TIER TOP HUNG - 2 PANELS,MCR18,TW3 (1200x770),,Aluminum,Top-Hung Window
Windows,Louvres_3 bays,AL7 (2400X1000),Louvres_3 bays,,,1 TIER LOUVER - 3 PANELS,MCR18,AL7 (2400X1000),,Aluminum,Fixed Louvred Window
Windows,Louvres_3 bays,AL7 (2400X1000),Louvres_3 bays,,,1 TIER LOUVER - 3 PANELS,MCR18,AL7 (2400X1000),,Aluminum,Fixed Louvred Window
Windows,Louvres_3 bays,AL7 (2400X1000),Louvres_3 bays,,,1 TIER LOUVER - 3 PANELS,MCR18,AL7 (2400X1000),,Aluminum,Fixed Louvred Window
Windows,Louvres_3 bays,AL7 (2400X1000),Louvres_3 bays,,,1 TIER LOUVER - 3 PANELS,MCR18,AL7 (2400X1000),,Aluminum,Fixed Louvred Window
Windows,Louvres_3 bays,AL7 (2400X1000),Louvres_3 bays,,,1 TIER LOUVER - 3 PANELS,MCR18,AL7 (2400X1000),,Aluminum,Fixed Louvred Window
Windows,Louvres_3 bays,AL7 (2400X1000),Louvres_3 bays,,,1 TIER LOUVER - 3 PANELS,MCR18,AL7 (2400X1000),,Aluminum,Fixed Louvred Window
Windows,LOUVERED - 4 PANELS,AL5 (3800x1600),LOUVERED - 4 PANELS,,,1 TIER LOUVER - 3 PANELS,MCR18,AL5 (3800x1600),,Aluminum,Fixed Louvred Window
Windows,LOUVERED - 4 PANELS,AL1 (4000x600),LOUVERED - 4 PANELS,,,1 TIER LOUVER - 3 PANELS,MCR18,AL1 (4000x600),,Aluminum,Fixed Louvred Window
Windows,LOUVERED - 4 PANELS,AL2 (5000x600),LOUVERED - 4 PANELS,,,1 TIER SLIDING - 4 PANELS,MCR18,AL2 (5000x600),,Aluminum,Sliding Window
Windows,LOUVERED - 4 PANELS,AL2 (5000x600),LOUVERED - 4 PANELS,,,1 TIER SLIDING - 4 PANELS,MCR18,AL2 (5000x600),,Aluminum,Sliding Window
Windows,Louvres_1 bay,AL8 (600X800),Louvres_1 bay,,,1 TIER LOUVER - 1 PANELS,MCR18,AL8 (600X800),,Aluminum,Fixed Louvred Window
Windows,Louvres_1 bay,AL13 (1000x500),Louvres_1 bay,,,1 TIER LOUVER - 1 PANELS,MCR18,AL13 (1000x500),,Aluminum,Fixed Louvred Window
Windows,Louvres_1 bay,AL6 (800x550),Louvres_1 bay,,,1 TIER LOUVER - 1 PANELS,MCR18,AL6 (800x550),,Aluminum,Fixed Louvred Window
Windows,Louvres_1 bay,AL9 (450X450),Louvres_1 bay,,,1 TIER LOUVER - 1 PANELS,MCR18,AL9 (450X450),,Aluminum,Fixed Louvred Window
Windows,Louvres_1 bay,AL14 (1000X1000),Louvres_1 bay,,,1 TIER LOUVER - 1 PANELS,MCR18,AL14 (1000X1000),,Aluminum,Fixed Louvred Window
Windows,Louvres_1 bay,AL19 (450x470),Louvres_1 bay,,,1 TIER LOUVER - 1 PANELS,MCR18,AL19 (450x470),,Aluminum,Fixed Louvred Window
Windows,Security Room W7A,WD7 (2000x1200),Security Room W7A,,,2 TIER SILDING - 4 PANELS,MCR18,WD7 (2000x1200),,Aluminum,Sliding Window
Planting,,,RPC Tree - Deciduous,,,,,,,,Tree
Planting,,,RPC Tree - Deciduous1,,,,,,,,Tree
Planting,,,RPC Tree - Fall,,,,,,,,Tree
Furniture,Chair-Desk,Chair-Desk,Chair-Desk,E2020200,Furniture & Accessories,MID BACK MESH CHAIR WITH ARMREST,MCR06,Chair-Desk,,Black Leather,"Furniture, Fitting"
Furniture,Chair-Desk,Chair-Desk,Chair-Desk,E2020200,Furniture & Accessories,MID BACK MESH CHAIR WITH ARMREST,MCR06,Chair-Desk,,Black Leather,"Furniture, Fitting"
Furniture,Desk-Guard Post,800x1500,Desk-Guard Post,E2020200,Furniture & Accessories,T2 SERIES - RECTANGULAR TABLE WITH WOODEN MODESTY PANEL,MCR06,800x1500,,Wood-ladderback chair,"Furniture, Fitting"
Furniture,Desk-Guard Post,800x1500,Desk-Guard Post,E2020200,Furniture & Accessories,T2 SERIES - RECTANGULAR TABLE WITH WOODEN MODESTY PANEL,MCR06,800x1500,,Wood-ladderback chair,"Furniture, Fitting"
Furniture,Low Cabinet_FAA,Low Cabinet_FAA,Low Cabinet_FAA,E2020200,Furniture & Accessories,LOW HEIGHT STEEL SWING DOOR CABINET,MCR06,Low Cabinet_FAA,,Steel,"Furniture, Fitting"
Furniture,Table-Rectangular,1400x5600,Table-Rectangular,E2020200,Furniture & Accessories,MEETING ROOM TABLE,MCR06,1400x5600,,Steel,"Furniture, Fitting"
Furniture,Simple_examination_couch_10807,Simple_examination_couch_10807,Simple_examination_couch_10807,E2020200,Furniture & Accessories,FIRST AID COUCH,MCR06,Simple_examination_couch_10807,,Black Leather,"Furniture, Fitting"
Furniture,NBS_GarranLockersLtd_Lckrs_EquipmentLockers,381L x 457D x 1828H,NBS_GarranLockersLtd_Lckrs_EquipmentLockers,126.5,,Emergency service locker,MCR06,381L x 457D x 1828H,,Steel,"Furniture, Fitting"
Furniture,SOFA_-_LOVESEAT_20370,SOFA_-_LOVESEAT_20370,SOFA_-_LOVESEAT_20370,,,SOFA,MCR06,SOFA_-_LOVESEAT_20370,,FABRIC,"Furniture, Fitting"
Furniture,Reece_Chair_18706,Reece_Chair_18706,Reece_Chair_18706,E2020200,Furniture & Accessories,Type Catalog,MCR06,Reece_Chair_18706,,FABRIC,"Furniture, Fitting"
Furniture,Table_with_8_ladderback_chairs_4708 (1),740X1180X750,Table_with_8_ladderback_chairs_4708 (1),,,DINNING TABLE,MCR06,740X1180X750,,WOOD,Furniture System
Furniture,HermanMiller_Seating_Embody_WorkChair,Std-Ht Fully Adj Arms,HermanMiller_Seating_Embody_WorkChair,E2020200,Furniture & Accessories,MID BACK MESH CHAIR WITH ARMREST,Embody Chair,Std-Ht Fully Adj Arms,,FABRIC,"Furniture, Fitting"
Furniture,HermanMiller_Seating_Embody_WorkChair,Std-Ht Fully Adj Arms,HermanMiller_Seating_Embody_WorkChair,E2020200,Furniture & Accessories,MID BACK MESH CHAIR WITH ARMREST,Embody Chair,Std-Ht Fully Adj Arms,,FABRIC,"Furniture, Fitting"
Furniture,Low Cabinet_Guard Post,Low Cabinet_Guard Post,Low Cabinet_Guard Post,,,PEDESTAL DRAWER,MCR06,Low Cabinet_Guard Post,,Steel,"Furniture, Fitting"
Furniture,Low Cabinet_Guard Post,Low Cabinet_Guard Post,Low Cabinet_Guard Post,,,PEDESTAL DRAWER,MCR06,Low Cabinet_Guard Post,,Steel,"Furniture, Fitting"
